0,0
4,0
9,0
16,0
23,0
41,0
93,0
104,0
1,1
25,1
33,1
37,1
45,1
89,1
103,1
105,1
109,1
2,2
6,2
13,2
15,2
32,2
39,2
47,2
60,2
64,2
100,2
106,2
3,3
5,3
10,3
11,3
24,3
28,3
40,3
50,3
52,3
69,3
72,3
74,3
81,3
84,3
90,3
97,3
98,3
102,3
107,3
7,4
8,4
21,4
22,4
51,4
68,4
77,4
78,4
108,4
111,4
12,5
14,5
26,5
38,5
43,5
85,5
17,6
20,6
27,6
36,6
56,6
58,6
59,6
62,6
63,6
65,6
70,6
76,6
87,6
95,6
96,6
113,6
18,7
31,7
34,7
42,7
54,7
61,7
71,7
99,7
19,8
29,8
30,8
35,8
55,8
79,8
80,8
82,8
94,8
101,8
44,9
48,9
57,9
66,9
75,9
86,9
91,9
92,9
112,9
46,10
49,10
53,10
67,10
73,10
83,10
88,10
110,10
114,10
