0,0
0,4
0,9
0,11
0,16
0,23
0,24
0,28
0,41
0,50
0,69
0,90
0,93
0,104
1,1
1,25
1,33
1,37
1,45
1,89
1,103
1,105
1,109
2,2
2,6
2,13
2,15
2,32
2,39
2,47
2,60
2,64
2,100
2,106
3,3
3,5
3,10
3,40
3,52
3,72
3,74
3,81
3,84
3,98
3,102
3,107
4,7
4,8
4,21
4,22
4,51
4,68
4,77
4,78
4,108
4,111
5,12
5,14
5,18
5,26
5,31
5,34
5,38
5,42
5,43
5,54
5,61
5,71
5,85
5,99
6,17
6,20
6,27
6,56
6,62
6,65
6,70
6,76
6,87
6,95
6,96
6,113
7,19
7,29
7,30
7,35
7,55
7,79
7,80
7,82
7,94
7,101
8,36
8,44
8,48
8,57
8,58
8,59
8,63
8,66
8,75
8,86
8,91
8,92
8,97
8,112
9,46
9,49
9,53
9,67
9,73
9,83
9,88
9,110
9,114
