0,0
1,0
19,0
25,0
29,0
30,0
33,0
35,0
37,0
45,0
55,0
79,0
80,0
82,0
89,0
93,0
94,0
101,0
103,0
105,0
109,0
2,1
3,1
4,1
5,1
10,1
11,1
24,1
28,1
40,1
50,1
52,1
69,1
72,1
74,1
81,1
83,1
84,1
90,1
98,1
102,1
107,1
6,2
13,2
15,2
32,2
39,2
47,2
60,2
64,2
100,2
106,2
7,3
8,3
9,3
16,3
21,3
22,3
23,3
41,3
46,3
49,3
51,3
53,3
67,3
68,3
73,3
77,3
78,3
88,3
104,3
108,3
110,3
111,3
114,3
12,4
14,4
18,4
26,4
31,4
34,4
38,4
43,4
54,4
61,4
71,4
85,4
99,4
17,5
20,5
27,5
36,5
42,5
44,5
48,5
56,5
57,5
58,5
59,5
62,5
63,5
65,5
66,5
70,5
75,5
76,5
86,5
87,5
91,5
92,5
95,5
96,5
97,5
112,5
113,5
