Node,Vertex Degree,Eigen Vector Centrality,Vertex Betweenness,Closeness Centrality,Pagerank,Local Clustering Co-efficient
0,16,0.9521323664766558,231.0714285714286,0.5689655172413793,0.09699728538829475,0.15
1,9,0.71233513912022,28.478571428571424,0.4852941176470588,0.05287692406114573,0.3333333333333333
2,10,0.8495542004653025,75.85079365079366,0.559322033898305,0.057078509488462034,0.24444444444444444
3,6,0.5656143066514334,6.288095238095237,0.4647887323943662,0.035859857786411375,0.6666666666666666
4,3,0.20347148081669691,0.3333333333333333,0.3793103448275862,0.021977952364589538,0.6666666666666666
5,4,0.21288382887336949,15.833333333333334,0.38372093023255816,0.029111154678370145,0.5
6,4,0.21288382887336937,15.833333333333332,0.38372093023255816,0.029111154678370138,0.5
7,4,0.45789093376309364,0.0,0.44,0.024490497035282385,1.0
8,5,0.6090684419337193,29.529365079365082,0.515625,0.029766056081016963,0.5
9,2,0.2749981154916654,0.44761904761904764,0.4342105263157895,0.014309397129032916,0.0
10,3,0.20347148081669697,0.3333333333333333,0.3793103448275862,0.021977952364589538,0.6666666666666666
11,1,0.14156633334336938,0.0,0.36666666666666664,0.009564745492135509,nan
12,2,0.22566382472001492,0.0,0.3707865168539326,0.014644892011877124,1.0
13,5,0.6065743924162561,24.215873015873015,0.515625,0.029536456151913672,0.6
14,2,0.2715939567155822,0.0,0.3707865168539326,0.014535993997921253,1.0
15,2,0.27159395671558206,0.0,0.3707865168539326,0.014535993997921253,1.0
16,2,0.06330460793644095,0.0,0.28448275862068967,0.016784005444189665,1.0
17,2,0.24747878554794517,0.0,0.375,0.014558677209021497,1.0
18,2,0.2715939567155821,0.0,0.3707865168539326,0.014535993997921253,1.0
19,3,0.3961622442011075,17.1468253968254,0.5,0.019604636325652788,0.3333333333333333
20,2,0.271593956715582,0.0,0.3707865168539326,0.014535993997921253,1.0
21,2,0.24747878554794542,0.0,0.375,0.014558677209021497,1.0
22,2,0.2715939567155822,0.0,0.3707865168539326,0.014535993997921253,1.0
23,5,0.40207086071906273,9.299999999999999,0.39285714285714285,0.03152251477667804,0.4
24,3,0.15280670199638183,1.1666666666666665,0.375,0.021076033559222822,0.3333333333333333
25,3,0.15857597121259936,2.0277777777777777,0.375,0.021006197394493005,0.3333333333333333
26,2,0.2024285167192912,0.0,0.3626373626373626,0.015044038082725551,1.0
27,4,0.35749923064523464,11.79206349206349,0.4583333333333333,0.025639767482847988,0.16666666666666666
28,3,0.3510729715506952,0.9476190476190476,0.4520547945205479,0.01957345946382851,0.3333333333333333
29,4,0.36147301490679984,1.5428571428571427,0.38372093023255816,0.026288537695114873,0.6666666666666666
30,4,0.46806481142335615,7.60952380952381,0.4583333333333333,0.024590155248580117,0.5
31,6,0.5116564865261308,73.00952380952378,0.5409836065573771,0.0371580870691453,0.2
32,12,0.8266588575205015,76.69047619047619,0.515625,0.0716932260057545,0.19696969696969696
33,17,1.0,160.5515873015873,0.55,0.1009191823326258,0.11029411764705882
