Node,Vertex Degree,Eigen Vector Centrality,Vertex Betweenness,Closeness Centrality,Pagerank,Local Clustering Co-efficient
0,12,0.8340702434496855,209.26776269346655,0.42379182156133827,0.00958862353217949,0.3484848484848485
1,12,0.7547354262174943,113.49758677249373,0.41304347826086957,0.009639478775787384,0.4393939393939394
2,12,0.9104906819226146,84.52200352114954,0.40714285714285714,0.009510096303500656,0.3787878787878788
3,12,0.8321118501006032,148.59450673694255,0.42066420664206644,0.009618410794813641,0.3333333333333333
4,11,0.7925046531070907,68.68598312364387,0.4028268551236749,0.008889329551576211,0.41818181818181815
5,12,0.8009791771986057,68.66738559411384,0.3838383838383838,0.009678708440531997,0.36363636363636365
6,12,0.883804111801591,126.76715262046375,0.4253731343283582,0.009549184198728666,0.3181818181818182
7,12,0.9455171754459305,93.80051474132921,0.4014084507042254,0.009495334285949165,0.3939393939393939
8,11,0.8443980541098924,32.26070776888201,0.36075949367088606,0.00884764172940807,0.4727272727272727
9,11,0.8343475395224207,76.20444268829694,0.397212543554007,0.008838767659915517,0.4727272727272727
10,10,0.7068797090392687,44.494373158686315,0.38127090301003347,0.008213988812993326,0.4444444444444444
11,10,0.6255017108308978,73.42964481984193,0.4028268551236749,0.008345934684822354,0.3111111111111111
12,10,0.556866411094405,65.33836570266206,0.3904109589041096,0.008378904871315217,0.3333333333333333
13,11,0.830068298561407,111.37367185233812,0.42066420664206644,0.008828858785756242,0.38181818181818183
14,10,0.6000757702577549,45.566518652189885,0.38513513513513514,0.008320677084600653,0.37777777777777777
15,12,0.9108071927258774,134.58640732508132,0.42379182156133827,0.009511820641802468,0.3484848484848485
16,11,0.8128583313609706,143.07681488091492,0.42379182156133827,0.008849686573858432,0.41818181818181815
17,11,0.6404610855065672,106.93346012577992,0.41155234657039713,0.009014520336904988,0.34545454545454546
18,11,0.5882262526578225,54.703065933313475,0.38,0.009128372470470424,0.4
19,11,0.6537174642839335,62.85973333110557,0.3904109589041096,0.009004065840946932,0.43636363636363634
20,11,0.6359653801806611,148.44135826684627,0.4028268551236749,0.009026881719370437,0.36363636363636365
21,11,0.8612791447308862,142.5187650232883,0.397212543554007,0.008816693703529534,0.45454545454545453
22,11,0.8640679332169054,43.36419870360752,0.36774193548387096,0.008816723968463025,0.509090909090909
